37	35	26	47	52	25	15	10	28	49	56	56
37	35	26	47	52	25	15	10	28	49	56	56
37	35	26	47	52	25	15	10	28	49	56	56
40	40	30	50	55	30	20	15	30	50	60	60
40	40	30	50	55	30	20	15	30	50	60	60
40	40	30	50	55	30	20	15	30	50	60	60
45	45	35	55	60	35	25	20	35	55	65	65
45	45	35	55	60	35	25	20	35	55	65	65
45	45	35	55	60	35	25	20	35	55	65	65
50	50	40	60	65	40	30	25	40	60	70	70
50	50	40	60	65	40	30	25	40	60	70	70
50	50	40	60	65	40	30	25	40	60	70	70
