6	8	11	12	16	21	25	25	21	15	10	7
6	8	11	12	16	21	25	25	21	15	10	7
6	8	11	12	16	21	25	25	21	15	10	7
5	7	10	11	15	20	24	24	20	14	9	6
5	7	10	11	15	20	24	24	20	14	9	6
5	7	10	11	15	20	24	24	20	14	9	6
5	7	9	10	14	19	23	23	19	13	8	6
5	7	9	10	14	19	23	23	19	13	8	6
5	7	9	10	14	19	23	23	19	13	8	6
4	6	8	9	13	18	22	22	18	12	7	5
4	6	8	9	13	18	22	22	18	12	7	5
4	6	8	9	13	18	22	22	18	12	7	5
